Country Group Name,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
Advanced economies,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Palm oil, Malaysia Palm Oil Futures (first contract forward) 4-5 percent FFA, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Sunflower Oil, US export price from Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Olive Oil, extra virgin less than 1% free fatty acid, ex-tanker price U.K., US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Fishmeal, Peru Fish meal/pellets 65% protein, CIF, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Groundnuts (peanuts), 40/50 (40 to 50 count per ounce), cif Argentina, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Commodity Meat Price Index includes Beef, Lamb, Swine (pork), and Poultry Price Indices","Index, 2016=100",,,,,,,,,,,
Advanced economies,"Beef, Australian and New Zealand 85% lean fores, FOB U.S. import price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Lamb, frozen carcass Smithfield London, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Swine (pork), 51-52% lean Hogs, U.S. price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Poultry (chicken), Whole bird spot price, Georgia docks, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,Commodity Seafood Index includes Fish (salmon) and Shrimp Price Indices,"Index, 2016=100",,,,,,,,,,,
Advanced economies,"Fish (salmon), Farm Bred Norwegian Salmon, export price, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Shrimp, Frozen shell-on headless, block 16/20 count, Indian origin, C&F Japan, US$ per kilogram",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Commodity Sugar Index includes European, Free market, and U.S. Price Indices","Index, 2016=100",,,,,,,,,,,
Advanced economies,"Sugar, Free Market, Coffee Sugar and Cocoa Exchange (CSCE) contract no.11 nearest future position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Sugar, U.S. import price, contract no.14 nearest futures position, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Bananas, Central American and Ecuador, FOB U.S. Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Oranges, miscellaneous oranges French import price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Commodity Beverage Price Index includes Coffee, Tea, and Cocoa","Index, 2016=100",,,,,,,,,,,
Advanced economies,Commodity Coffee Price Index includes Other Mild Arabicas and Robusta,"Index, 2016=100",,,,,,,,,,,
Advanced economies,"Coffee, Other Mild Arabicas, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Coffee, Robusta, International Coffee Organization New York cash price, ex-dock New York, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Cocoa beans, International Cocoa Organization cash price, CIF US and European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Tea, Mombasa, Kenya, Auction Price, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Commodity Agricultural Raw Materials Index includes Timber, Cotton, Wool, Rubber, and Hides Price Indices","Index, 2016=100",,,,,,,,,,,
Advanced economies,Commodity Timber Index includes Hardwood and Softwood Price Indices,"Index, 2016=100",,,,,,,,,,,
Advanced economies,Commodity Hardwood Price Index includes Hardwood Logs and Hardwood Sawn Price Indices,"Index, 2016=100",,,,,,,,,,,
Advanced economies,"Hard Logs, Best quality Malaysian meranti, import price Japan, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Hard Sawnwood, Dark Red Meranti, select and better quality, C&F U.K port, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Advanced economies,Commodity Softwood Index includes Softwood Sawn and Softwood Logs Price Indices,"Index, 2016=100",,,,,,,,,,,
Advanced economies,"Soft Logs, Average Export price from the U.S. for Douglas Fir, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Soft Sawnwood, average export price of Douglas Fir, U.S. Price, US$ per cubic meter",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Cotton, Cotton Outlook `A Index`, Middling 1-3/32 inch staple, CIF Liverpool, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,Commodity Wool Index includes Coarse and Fine Wool Price Indices,"Index, 2016=100",,,,,,,,,,,
Advanced economies,"Wool, fine, 19 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Wool, coarse, 23 micron, Australian Wool Exchange spot quote, US cents per kilogram",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Rubber, No.1 Rubber Smoked Sheet, FOB Maylaysian/Singapore, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Hides, Heavy native steers, over 53 pounds, wholesale dealer`s price, US cents per pound",U.S. cents,Units,,,,,,,,,,
Advanced economies,"Commodity Metals Price Index includes Copper, Aluminum, Iron Ore, Tin, Nickel, Zinc, Lead, and Uranium Price Indices","Index, 2016=100",,,,,,,,,,,
Advanced economies,"Copper, grade A cathode, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Aluminum, 99.5% minimum purity, LME spot price, CIF UK ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Iron Ore, China import Iron Ore Fines 62% FE spot (CFR Tianjin port) US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Tin, standard grade, LME spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Nickel, melting grade, LME spot price, CIF European ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Zinc, high grade 98% pure, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Lead, 99.97% pure, LME spot price, CIF European Ports, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Advanced economies,"Uranium, u3o8 restricted price, Nuexco exchange spot, US$ per pound",U.S. dollars,Units,,,,,,,,,,
Euro area,"Gross domestic product, constant prices",Percent change,,,1.502,-6.337,5.036,4.348,1.977,1.577,1.424,1.384,
Euro area,"Gross domestic product, constant prices",Percent change (market exchange rates),,,,,,,,,,,
Euro area,"Gross domestic product, current prices",U.S. dollars,Billions,,"13,409.17","13,000.59","14,518.47","15,589.16","16,364.53","17,102.04","17,839.21","18,558.08",
Euro area,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,,,,,,,,,,
Euro area,"Gross domestic product, deflator","Index, 2000=100",,,105.347,106.976,108.685,110.612,112.227,114.065,116.05,118.154,
Euro area,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,,,,,,,,,,
Euro area,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,,,,,,,,,,
Euro area,Output gap,Percent of potential GDP,,,0.036,-4.265,-2.773,-0.584,-0.207,-0.025,0.028,0.064,
Euro area,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,,,,,,,,,,
Euro area,Investment,Percent of GDP,,,22.845,21.865,22.412,22.453,22.483,22.555,22.574,22.602,
Euro area,Gross national savings,Percent of GDP,,,25.786,24.597,25.59,25.786,25.925,25.925,25.925,25.941,
Euro area,"Inflation, average consumer prices",Percent change,,,1.196,0.252,2.191,1.674,1.382,1.527,1.609,1.709,
Euro area,"Inflation, end of period consumer prices",Percent change,,,1.326,-0.266,2.901,1.392,1.535,1.561,1.634,1.737,
Euro area,Three-month London interbank offered rate (LIBOR),Percent,,,-0.356,-0.425,-0.524,-0.518,n/a,n/a,n/a,n/a,
Euro area,Trade volume of goods and services,Percent change,,,,,,,,,,,
Euro area,Volume of imports of goods and services,Percent change,,,4.505,-9.311,7.161,6.893,4.336,3.788,3.509,3.519,
Euro area,Volume of imports of goods,Percent change,,,2.085,-6.881,9.684,6.709,4.274,3.824,3.497,3.507,
Euro area,Volume of exports of goods and services,Percent change,,,2.399,-9.514,9.312,6.6,4.317,3.595,3.298,3.189,
Euro area,Volume of exports of goods,Percent change,,,1.309,-7.056,10.657,5.384,4.151,3.599,3.261,3.16,
Euro area,Terms of trade of goods and services,Percent change,,,0.662,1.411,-1.491,0.432,0.359,0.207,0.253,0.362,
Euro area,Terms of trade of goods,Percent change,,,1.009,2.027,-2.114,0.603,0.644,0.167,0.174,0.163,
Euro area,Export price of manufactures,"U.S. dollars; index, 2000=100",,,,,,,,,,,
Euro area,Export price of manufactures,U.S. dollars; annual percent change,,,,,,,,,,,
Euro area,Unemployment rate,Percent of total labor force,,,7.567,7.917,8.036,8.061,7.757,7.598,7.506,7.463,
Euro area,Employment,"Index, 2000=100",,,108.879,107.323,107.649,108.641,n/a,n/a,n/a,n/a,
Euro area,General government revenue,Percent of GDP,,,46.279,46.408,46.103,45.903,45.792,45.641,45.451,45.323,
Euro area,General government total expenditure,Percent of GDP,,,46.908,53.61,53.774,49.282,48.145,47.617,47.137,46.941,
Euro area,General government net lending/borrowing,Percent of GDP,,,-0.629,-7.202,-7.672,-3.379,-2.354,-1.976,-1.686,-1.618,
Euro area,General government structural balance,Percent of potential GDP,,,-0.495,-4.61,-5.939,-3.057,n/a,n/a,n/a,n/a,
Euro area,General government primary net lending/borrowing,Percent of GDP,,,0.818,-5.878,-6.463,-2.291,-1.332,-0.996,-0.744,-0.724,
Euro area,General government net debt,Percent of GDP,,,69.277,80.722,82.814,80.94,80.542,79.986,79.242,78.385,
Euro area,General government gross debt,Percent of GDP,,,83.724,97.511,98.916,96.263,95.422,94.486,93.378,92.154,
Euro area,Current account balance,U.S. dollars,Billions,,315.967,282.646,375.338,428.106,467.237,475.517,492.306,509.251,
Euro area,Current account balance,Percent of GDP,,,2.356,2.174,2.585,2.746,2.855,2.78,2.76,2.744,
Euro area,Imports of goods and services,U.S. dollars,Billions,,"3,383.23","3,037.47",n/a,n/a,n/a,n/a,n/a,n/a,
Euro area,Exports of goods and services,U.S. dollars,Billions,,"3,807.19","3,468.21",n/a,n/a,n/a,n/a,n/a,n/a,
Euro area,Financial account balance,U.S. dollars,Billions,,224.229,292.945,n/a,n/a,n/a,n/a,n/a,n/a,
Euro area,"Direct investment, net",U.S. dollars,Billions,,-106.837,-207.216,n/a,n/a,n/a,n/a,n/a,n/a,
Euro area,"Portfolio investment, net",U.S. dollars,Billions,,-46.714,690.31,n/a,n/a,n/a,n/a,n/a,n/a,
Euro area,"Financial derivatives, net",U.S. dollars,Billions,,1.199,0.597,n/a,n/a,n/a,n/a,n/a,n/a,
Euro area,"Other investment, net",U.S. dollars,Billions,,372.965,-205.843,n/a,n/a,n/a,n/a,n/a,n/a,
Euro area,Change in reserves,U.S. dollars,Billions,,3.616,15.1,n/a,n/a,n/a,n/a,n/a,n/a,
Euro area,"External debt, total",U.S. dollars,Billions,,,,,,,,,,
Euro area,"External debt, total",Percent of GDP,,,,,,,,,,,
Euro area,"External debt, total",Percent of exports of goods and services,,,,,,,,,,,
Euro area,"External debt, total debt service",U.S. dollars,Billions,,,,,,,,,,
Euro area,"External debt, total debt service",Percent of GDP,,,,,,,,,,,
Euro area,"External debt, total debt service",Percent of exports of goods and services,,,,,,,,,,,
Euro area,"External debt, total debt service, interest",U.S. dollars,Billions,,,,,,,,,,
Euro area,"External debt, total debt service, interest",Percent of GDP,,,,,,,,,,,
Euro area,"External debt, total debt service, interest",Percent of exports of goods and services,,,,,,,,,,,
Euro area,"External debt, total debt service, amortization",U.S. dollars,Billions,,,,,,,,,,
Euro area,"External debt, total debt service, amortization",Percent of GDP,,,,,,,,,,,
Euro area,"External debt, total debt service, amortization",Percent of exports of goods and services,,,,,,,,,,,
Euro area,Commodity Price Index includes both Fuel and Non-Fuel Price Indices,"Index, 2016=100",,,,,,,,,,,
Euro area,Commodity Non-Fuel Price Index includes Food and Beverages and Industrial Inputs Price Indices,"Index, 2016=100",,,,,,,,,,,
Euro area,Commodity Industrial Inputs Price Index includes Agricultural Raw Materials and Metals Price Indices,"Index, 2016=100",,,,,,,,,,,
Euro area,"Crude Oil (petroleum), simple average of three spot prices; Dated Brent, West Texas Intermediate, and the Dubai Fateh, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Euro area,"Crude Oil (petroleum),  Dated Brent, light blend 38 API, fob U.K., US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Euro area,"Oil; Dubai, medium, Fateh 32 API, fob Dubai Crude Oil (petroleum), Dubai Fateh Fateh 32 API, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Euro area,"Crude Oil (petroleum), West Texas Intermediate 40 API, Midland Texas, US$ per barrel",U.S. dollars,Units,,,,,,,,,,
Euro area,"Commodity Fuel (energy) Index includes Crude oil (petroleum), Natural Gas, and Coal Price Indices","Index, 2016=100",,,,,,,,,,,
Euro area,"Crude Oil (petroleum), Price index simple average of three spot prices (APSP); Dated Brent, West Texas Intermediate, and the Dubai Fateh","Index, 2016=100",,,,,,,,,,,
Euro area,"Commodity Natural Gas Price Index includes European, Japanese, and American Natural Gas Price Indices","Index, 2016=100",,,,,,,,,,,
Euro area,"Natural Gas, Russian Natural Gas border price in Germany, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Euro area,"Natural Gas, Indonesian Liquified Natural Gas in Japan, US$ per million metric British thermal units of liquid",U.S. dollars,Units,,,,,,,,,,
Euro area,"Natural Gas, Natural Gas spot price at the Henry Hub terminal in Louisiana, US$ per million metric British thermal units of gas",U.S. dollars,Units,,,,,,,,,,
Euro area,Commodity Coal Price Index includes Australian and South African Coal,"Index, 2016=100",,,,,,,,,,,
Euro area,"Coal, Australian thermal coal, 1200- btu/pound, less than 1% sulfur, 14% ash, FOB Newcastle/Port Kembla, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,"Coal, South African export price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,Commodity Food and Beverage Price Index includes Food and Beverage Price Indices,"Index, 2016=100",,,,,,,,,,,
Euro area,"Commodity Food Price Index includes Cereal, Vegetable Oils, Meat, Seafood, Sugar, Bananas, and Oranges Price Indices","Index, 2016=100",,,,,,,,,,,
Euro area,"Commodity Cereals Price Index includes Wheat, Maize (Corn), Rice, and Barley","Index, 2016=100",,,,,,,,,,,
Euro area,"Wheat, No.1 Hard Red Winter, ordinary protein, FOB Gulf of Mexico, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,"Maize (corn), U.S. No.2 Yellow, FOB Gulf of Mexico, U.S. price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,"Rice, 5 percent broken milled white rice, Thailand nominal price quote, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,"Barley, Canadian no.1 Western Barley, spot price, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,"Commodity Vegetable Oil Index includes Soybean, Soybean Meal, Soybean Oil, Rapeseed Oil, Palm Oil, Sunflower Oil, Olive Oil, Fishmeal, and Groundnut Price Indices","Index, 2016=100",,,,,,,,,,,
Euro area,"Soybeans, U.S. soybeans, Chicago Soybean futures contract (first contract forward) No. 2 yellow and par, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,"Soybean Meal, Chicago Soybean Meal Futures (first contract forward) Minimum 48 percent protein, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,"Soybean Oil, Chicago Soybean Oil Futures (first contract forward) exchange approved grades, US$ per metric tonne",U.S. dollars,Units,,,,,,,,,,
Euro area,"Rapeseed oil, crude, FOB Rotterdam, US$ per metric ton",U.S. dollars,Units,,,,,,,,,,
